,brand,model,vehicle_age,km_driven,fuel_type,transmission_type,mileage,engine,max_power,seats,Owner_type,selling_price
6570,Maruti,Baleno,6,70000,Petrol,Manual,21.4,1197,83.1,5,1,530000
6571,Ford,Ecosport,5,78000,Diesel,Manual,22.77,1498,98.59,5,2,715000
6572,Maruti,Swift Dzire,8,120000,Diesel,Manual,23.4,1248,74.0,5,1,480000
6576,Maruti,Wagon R,4,86000,Petrol,Manual,18.9,998,67.1,5,1,410000
6577,Maruti,Alto,2,8300,Petrol,Manual,24.7,796,47.3,5,1,330000
6578,Maruti,Ignis,4,30000,Petrol,Manual,20.89,1197,81.8,5,1,550000
6579,Honda,WR-V,3,78430,Diesel,Manual,25.5,1498,98.6,5,1,800000
6580,Ford,Figo,9,98398,Diesel,Manual,20.0,1399,68.0,5,1,200000
6581,Honda,WR-V,3,16053,Diesel,Manual,25.5,1498,98.6,5,2,920000
6582,Maruti,Swift,10,88000,Diesel,Manual,28.4,1248,74.0,5,1,265000
6584,Hyundai,i10,14,78000,Petrol,Manual,20.36,1197,78.9,5,2,225000
6585,Hyundai,Grand,6,54507,Petrol,Manual,18.9,1197,82.0,5,3,485000
6586,Honda,Jazz,4,26000,Petrol,Automatic,19.0,1199,88.7,5,2,675000
6587,Honda,Amaze,7,78000,Diesel,Manual,24.7,1498,98.63,5,1,485000
6588,Maruti,Alto,6,38000,Petrol,Automatic,23.95,998,67.05,5,2,350000
6589,Maruti,Swift Dzire,5,38000,Diesel,Manual,23.4,1248,74.0,5,2,625000
6591,Hyundai,Creta,3,49000,Diesel,Manual,20.5,1582,126.2,5,2,1390000
6592,Maruti,Wagon R,11,40000,Petrol,Manual,17.3,1061,64.0,5,1,250000
6593,Maruti,Wagon R,15,39056,Petrol,Manual,18.9,998,67.1,5,3,100000
6595,Hyundai,i20,8,96000,Diesel,Manual,21.9,1396,88.8,5,3,450000
6596,Mahindra,KUV,4,40000,Petrol,Manual,18.15,1198,82.0,6,2,350000
6597,Maruti,Celerio,5,20675,Petrol,Manual,23.1,998,67.04,5,1,470000
6599,Maruti,Swift Dzire,5,52000,Diesel,Manual,26.59,1248,74.0,5,2,650000
6600,Hyundai,Creta,4,60369,Diesel,Automatic,17.01,1582,126.2,5,1,1350000
6602,Hyundai,i20,5,25000,Petrol,Manual,18.6,1197,81.83,5,2,585000
6605,Hyundai,i20,7,40000,Diesel,Manual,22.54,1396,88.73,5,2,400000
6606,Hyundai,i20,4,23000,Petrol,Manual,18.6,1197,81.83,5,2,620000
6607,Honda,WR-V,4,65360,Diesel,Manual,25.5,1498,98.6,5,1,760000
6608,Maruti,Swift,4,52920,Petrol,Manual,21.21,1197,81.8,5,1,638000
6609,Volkswagen,Polo,8,50000,Diesel,Manual,22.07,1199,73.9,5,1,300000
6610,Maruti,Swift Dzire,3,20825,Petrol,Automatic,21.21,1197,81.8,5,2,770000
6611,Hyundai,i20,3,90000,Diesel,Manual,21.19,1396,88.73,5,1,640000
6612,Renault,KWID,3,48500,Petrol,Manual,23.01,999,67.0,5,1,385000
6613,Hyundai,Elantra,8,89234,Petrol,Manual,16.3,1797,147.5,5,1,685000
6614,Maruti,Swift,8,85000,Diesel,Manual,22.9,1248,74.0,5,2,465000
6615,Honda,WR-V,4,34000,Petrol,Manual,17.5,1199,88.7,5,2,785000
6617,Renault,KWID,5,35000,Petrol,Manual,25.17,799,53.3,5,3,310000
6618,Maruti,Swift Dzire,5,35000,Diesel,Manual,26.59,1248,74.0,5,1,650000
6619,Maruti,Swift,8,93000,Diesel,Manual,22.9,1248,74.0,5,1,451000
6620,Maruti,Ciaz,2,36000,Petrol,Manual,21.56,1462,103.25,5,2,930000
6621,Hyundai,Creta,4,45900,Diesel,Manual,19.67,1582,126.2,5,1,1250000
6622,Maruti,Swift Dzire,3,70000,Diesel,Manual,28.4,1248,74.02,5,1,608000
6623,Hyundai,Grand,7,50000,Petrol,Manual,18.9,1197,82.0,5,1,350000
6624,Hyundai,i20,6,90000,Diesel,Manual,22.54,1396,88.73,5,2,650000
6625,Honda,City,2,13620,Petrol,Manual,17.14,1497,117.6,5,2,1350000
6626,Maruti,Baleno,3,26000,Petrol,Manual,21.4,1197,83.1,5,1,711000
6627,Hyundai,i20,4,70000,Petrol,Manual,18.6,1197,81.83,5,1,550000
6628,Maruti,Wagon R,13,86000,Petrol,Manual,18.9,998,67.1,5,1,210000
6629,Maruti,Wagon R,5,110000,Petrol,Manual,20.51,998,67.04,5,3,400000
6630,Hyundai,i20,2,31800,Diesel,Manual,22.54,1396,88.76,5,1,730000
6631,Renault,KWID,3,9000,Petrol,Automatic,24.04,999,67.0,5,1,450000
6633,Hyundai,i10,6,60000,Petrol,Manual,19.81,1086,68.05,5,1,250000
6635,Hyundai,Grand,7,51000,Petrol,Manual,18.9,1197,82.0,5,1,474000
6636,Mahindra,Bolero,5,35000,Diesel,Manual,16.5,1493,70.0,7,2,650000
6637,Hyundai,Grand,7,90598,Diesel,Manual,24.0,1120,70.0,5,1,365000
6638,Hyundai,i20,2,10000,Diesel,Manual,22.54,1396,88.76,5,2,800000
6639,Mahindra,Marazzo,2,30000,Diesel,Manual,17.3,1497,121.0,7,1,1460000
6640,Ford,Ecosport,7,64000,Petrol,Manual,15.8,1499,110.0,5,1,490000
6641,Hyundai,Grand,4,16905,Petrol,Automatic,18.9,1197,82.0,5,2,540000
6642,Honda,Amaze,2,30000,Petrol,Manual,19.5,1199,88.76,5,1,610000
6643,Maruti,Swift Dzire,8,60000,Diesel,Manual,23.4,1248,74.0,5,1,490000
6644,Maruti,Celerio,5,35232,Petrol,Automatic,23.1,998,67.04,5,2,445000
6645,Maruti,Swift Dzire,3,120000,Petrol,Manual,19.95,1197,81.8,5,1,460000
6646,Ford,Ecosport,3,5000,Petrol,Manual,17.0,1497,121.36,5,1,850000
6647,Hyundai,Grand,4,25000,Petrol,Manual,18.9,1197,81.86,5,1,580000
6648,Renault,Duster,4,50000,Diesel,Manual,19.87,1461,83.8,5,1,800000
6649,Hyundai,i20,6,77597,Petrol,Manual,20.35,1197,81.86,5,1,666000
6650,Ford,Ecosport,7,81000,Diesel,Manual,22.7,1498,89.84,5,2,575000
6652,Maruti,Swift Dzire,9,120000,Diesel,Manual,23.4,1248,74.0,5,1,325000
6654,Maruti,Vitara,3,47588,Diesel,Manual,24.3,1248,88.5,5,2,900000
6656,Renault,KWID,5,63000,Petrol,Manual,23.01,999,67.0,5,2,350000
6658,Hyundai,Creta,5,35000,Petrol,Manual,15.29,1591,121.3,5,2,850000
6660,Maruti,Wagon R,21,83000,Petrol,Manual,18.9,998,67.1,5,1,85000
6661,Ford,Freestyle,3,35000,Petrol,Manual,19.0,1194,94.68,5,3,650000
6662,Honda,City,11,65000,Petrol,Manual,17.0,1497,118.0,5,1,330000
6663,Hyundai,i20,7,25000,Diesel,Manual,22.54,1396,88.73,5,3,500000
6664,Datsun,RediGO,2,4646,Petrol,Manual,22.7,799,53.64,5,2,350000
6665,Hyundai,Grand,5,27550,Petrol,Manual,18.9,1197,81.86,5,1,475000
6666,Maruti,Baleno,5,54552,Petrol,Manual,21.4,1197,83.1,5,1,510000
6667,Maruti,Baleno,3,25000,Petrol,Automatic,21.4,1197,83.1,5,1,720000
6669,Honda,City,7,57000,Diesel,Manual,26.0,1498,98.6,5,2,675000
6670,Hyundai,i20,6,72000,Diesel,Manual,22.54,1396,88.73,5,2,650000
6671,Ford,Figo,10,83000,Diesel,Manual,20.0,1399,68.05,5,2,185000
6672,Ford,Aspire,6,49743,Petrol,Manual,18.16,1196,86.8,5,2,480000
6673,Honda,City,6,80540,Diesel,Manual,26.0,1498,98.6,5,2,585000
6674,Maruti,Alto,6,85000,Petrol,Manual,22.74,796,47.3,5,2,276000
6675,Maruti,Ciaz,1,10000,Petrol,Manual,20.65,1462,103.25,5,2,950000
6677,Maruti,Swift Dzire,9,28000,Petrol,Manual,20.85,1197,83.14,5,3,495000
6678,Maruti,Wagon R,8,57835,Petrol,Manual,21.79,998,67.05,5,2,365000
6679,Maruti,Wagon R,8,110000,Petrol,Manual,20.51,998,67.04,5,2,230000
6680,Maruti,Ignis,4,2300,Petrol,Manual,20.89,1197,81.8,5,2,530000
6681,Hyundai,i20,6,72000,Petrol,Manual,18.6,1197,81.83,5,1,525000
6683,Maruti,Ertiga,3,67000,Diesel,Manual,24.2,1498,93.87,7,1,890000
6686,Hyundai,Grand,5,50000,Petrol,Manual,18.9,1197,82.0,5,1,400000
6687,Maruti,Alto,10,100000,Petrol,Manual,20.92,998,67.1,5,1,215000
6688,Maruti,Swift Dzire,6,46000,Petrol,Manual,22.0,1197,81.8,5,2,515000
6690,Ford,Ecosport,4,50852,Diesel,Manual,23.0,1498,98.96,5,2,780000
6692,Hyundai,i10,9,34000,Petrol,Manual,20.36,1197,78.9,5,1,375000
6693,Mahindra,Scorpio,4,11000,Diesel,Manual,15.4,1997,120.0,7,2,1351000
6694,Maruti,Baleno,3,35000,Petrol,Manual,21.4,1197,83.1,5,1,680000
6695,Hyundai,i20,5,50000,Petrol,Manual,18.6,1197,81.83,5,1,550000
6696,Skoda,Octavia,14,110000,Diesel,Manual,18.7,1896,66.0,5,1,295000
6698,Hyundai,Creta,4,75130,Diesel,Manual,19.67,1582,126.2,5,1,1150000
6699,Maruti,Alto,7,20068,Petrol,Manual,23.95,998,67.05,5,1,286000
6701,Honda,Jazz,5,34000,Petrol,Automatic,17.1,1199,88.51,5,2,675000
6702,Maruti,Wagon R,8,55983,Petrol,Manual,18.9,998,67.1,5,1,325000
6703,Maruti,Alto,2,90000,Petrol,Manual,24.7,796,47.3,5,2,300000
6704,Renault,KWID,5,64000,Petrol,Manual,25.17,799,53.3,5,1,350000
6705,Hyundai,i20,12,46025,Petrol,Manual,17.0,1197,80.0,5,1,325000
6706,Maruti,Ertiga,3,80000,Diesel,Manual,24.52,1248,88.5,7,3,930000
6707,Maruti,Alto,6,50000,Petrol,Manual,22.74,796,47.3,5,1,270000
6708,Ford,Ecosport,3,50000,Diesel,Manual,23.0,1498,98.96,5,2,800000
6709,Maruti,Alto,6,40000,Petrol,Manual,23.95,998,67.05,5,1,280000
6710,Maruti,Swift Dzire,5,82253,Diesel,Manual,19.3,1248,73.9,5,2,680000
6713,Hyundai,Grand,4,40000,Petrol,Manual,18.9,1197,82.0,5,2,525000
6714,Maruti,Alto,10,120000,Petrol,Manual,20.92,998,67.1,5,1,270000
6715,Ford,Ecosport,8,60000,Petrol,Manual,18.88,999,123.37,5,2,610000
6718,Maruti,Swift Dzire,7,90000,Diesel,Manual,23.4,1248,74.0,5,2,480000
6719,Hyundai,Verna,4,47000,Diesel,Manual,22.0,1582,126.2,5,2,985000
6720,Maruti,Alto,15,110000,Petrol,Manual,19.7,796,46.3,5,1,115000
6721,Hyundai,i10,9,70000,Petrol,Manual,20.36,1197,78.9,5,3,250000
6722,Hyundai,i20,7,15700,Petrol,Manual,18.6,1197,81.83,5,2,550000
6723,Hyundai,i10,13,73000,Petrol,Manual,19.81,1086,68.05,5,2,180000
6724,Hyundai,i20,3,29000,Petrol,Manual,18.6,1197,81.83,5,3,530000
6725,Hyundai,Grand,2,9000,Diesel,Manual,24.0,1186,73.97,5,1,650000
6726,Maruti,Swift Dzire,6,59000,Petrol,Manual,20.85,1197,83.14,5,1,650000
6727,Maruti,Swift,4,64000,Diesel,Manual,28.4,1248,74.0,5,2,580000
6728,Maruti,Alto,13,97000,Petrol,Manual,19.7,796,46.3,5,1,175000
6729,Maruti,Swift Dzire,3,35000,Diesel,Manual,28.4,1248,74.02,5,3,730000
6730,Maruti,Wagon R,6,37203,Petrol,Automatic,20.51,998,67.04,5,1,375000
6731,Hyundai,i10,8,72000,Petrol,Manual,20.36,1197,78.9,5,2,315000
6732,Honda,Amaze,5,61198,Diesel,Manual,25.8,1498,98.6,5,2,666000
6737,Hyundai,i20,3,18800,Diesel,Manual,22.54,1396,88.73,5,2,790000
6739,Maruti,Alto,5,42540,Petrol,Manual,22.74,796,47.3,5,2,290000
6740,Hyundai,Grand,4,12784,Petrol,Automatic,18.9,1197,81.86,5,1,610000
6741,Honda,WR-V,2,50000,Diesel,Manual,25.5,1498,98.6,5,1,950000
6742,Maruti,Wagon R,9,50000,Petrol,Manual,18.9,998,67.1,5,1,280000
6743,Volkswagen,Polo,3,22003,Petrol,Manual,16.47,1198,74.0,5,2,650000
6746,Hyundai,Grand,5,22000,Diesel,Manual,24.0,1120,70.0,5,3,625000
6747,Honda,Jazz,6,90000,Diesel,Manual,27.3,1498,98.6,5,1,600000
6748,Honda,City,12,72555,Petrol,Manual,17.0,1497,118.0,5,2,395000
6749,Honda,Jazz,5,42000,Petrol,Automatic,17.1,1199,88.51,5,3,660000
6750,Maruti,Swift,4,59000,Diesel,Manual,28.4,1248,74.0,5,1,700000
6751,Ford,Figo,5,28000,Petrol,Automatic,17.01,1499,110.4,5,1,590000
6753,Honda,WR-V,4,48000,Diesel,Manual,23.7,1498,97.89,5,2,785000
6754,Maruti,Alto,8,90000,Petrol,Manual,22.74,796,47.3,5,1,200000
6755,Maruti,Wagon R,7,68000,Petrol,Manual,21.79,998,67.05,5,2,311000
6757,Maruti,Ciaz,5,110000,Diesel,Manual,28.09,1248,88.5,5,1,550000
6758,Renault,Duster,7,85000,Diesel,Manual,19.01,1461,108.45,5,1,575000
6759,Honda,City,4,70000,Diesel,Manual,25.6,1498,97.9,5,2,875000
6761,Hyundai,i20,3,10000,Diesel,Manual,22.54,1396,88.73,5,1,730000
6762,Datsun,GO,6,73000,Petrol,Manual,20.63,1198,67.0,5,1,350000
6763,Maruti,Ertiga,8,129500,Diesel,Manual,20.77,1248,88.8,7,2,500000
6764,Maruti,Baleno,3,50000,Diesel,Manual,27.39,1248,74.0,5,2,660000
6765,Hyundai,i20,3,21000,Petrol,Manual,18.6,1197,81.83,5,1,770000
6766,Skoda,Octavia,7,126000,Diesel,Automatic,19.3,1968,141.0,5,1,1150000
6767,Maruti,Wagon R,6,50000,Petrol,Manual,20.51,998,67.04,5,2,350000
6768,Hyundai,Grand,6,19600,Petrol,Automatic,18.9,1197,82.0,5,2,525000
6769,Hyundai,Grand,6,53100,Petrol,Manual,18.9,1197,82.0,5,2,420000
6771,Ford,Figo,5,40000,Petrol,Manual,18.16,1196,86.8,5,2,400000
6772,Maruti,Alto,6,42000,Petrol,Manual,23.95,998,67.05,5,1,300000
6773,Hyundai,Venue,2,10000,Petrol,Automatic,18.15,998,118.35,5,2,1100000
6774,Mahindra,Bolero,4,57000,Diesel,Manual,16.5,1493,70.0,7,1,718000
6776,Hyundai,Verna,11,70000,Petrol,Manual,16.2,1599,103.2,5,2,375000
6777,Honda,City,6,78000,Diesel,Manual,26.0,1498,98.6,5,3,650000
6778,Hyundai,Verna,9,46500,Diesel,Manual,22.32,1582,126.32,5,2,650000
6779,Maruti,Alto,9,70450,Petrol,Manual,23.95,998,67.05,5,2,289000
6780,Honda,Amaze,2,23950,Diesel,Automatic,23.8,1498,78.9,5,2,780000
6781,Maruti,Swift,3,42321,Diesel,Manual,28.4,1248,74.0,5,1,763000
6782,Honda,Jazz,3,59000,Petrol,Manual,18.7,1199,88.7,5,1,650000
6783,Maruti,Swift,6,61425,Diesel,Manual,28.4,1248,74.0,5,1,410000
6784,Hyundai,Verna,7,78000,Diesel,Manual,22.32,1582,126.32,5,2,670000
6785,Honda,City,5,27000,Petrol,Manual,16.8,1497,116.3,5,2,765000
6786,Volkswagen,Vento,10,80000,Diesel,Manual,20.54,1598,103.6,5,1,315000
6787,Renault,Duster,7,75000,Diesel,Manual,20.45,1461,83.8,5,2,565000
6788,Maruti,Swift,6,68202,Diesel,Manual,28.4,1248,74.0,5,2,575000
6789,Maruti,Swift,5,57000,Diesel,Manual,25.2,1248,74.0,5,2,620000
6790,Maruti,Swift Dzire,5,120000,Diesel,Manual,26.59,1248,74.0,5,1,625000
6791,Ford,Ecosport,8,74000,Diesel,Manual,22.7,1498,89.84,5,1,565000
6792,Maruti,Baleno,6,90000,Diesel,Manual,27.39,1248,74.0,5,2,575000
6793,Maruti,Wagon R,11,31535,LPG,Manual,14.6,998,61.6,5,2,265000
6794,Maruti,Swift,3,40000,Petrol,Manual,22.0,1197,81.8,5,3,570000
6795,Hyundai,Grand,5,22000,Petrol,Manual,18.9,1197,82.0,5,1,520000
6796,Honda,City,3,14000,Petrol,Manual,17.4,1497,117.6,5,1,1090000
6797,Maruti,Alto,13,30000,Petrol,Manual,18.9,1061,47.0,5,1,180000
6800,Volkswagen,Polo,9,80000,Diesel,Manual,22.07,1199,73.9,5,2,300000
6801,Hyundai,Verna,6,50000,Diesel,Manual,23.9,1582,126.2,5,2,750000
6803,Volkswagen,Polo,9,110000,Diesel,Manual,22.07,1199,73.9,5,1,320000
6804,Maruti,Alto,4,33977,Petrol,Manual,24.7,796,47.3,5,2,299000
6805,Maruti,Swift,8,70400,Petrol,Manual,22.0,1197,81.8,5,1,425000
6806,Maruti,Alto,4,66000,Petrol,Manual,23.95,998,67.05,5,2,320000
6807,Volkswagen,Polo,5,60000,Diesel,Manual,20.14,1498,88.0,5,1,750000
6808,Maruti,Swift,6,31000,Diesel,Manual,28.4,1248,74.0,5,1,630000
6809,Maruti,Alto,12,80000,Petrol,Manual,19.7,796,46.3,5,2,250000
6810,Ford,Figo,7,93334,Petrol,Manual,15.6,1196,70.02,5,3,446000
6811,Maruti,Baleno,3,83000,Diesel,Manual,27.39,1248,74.0,5,2,645000
6812,Maruti,Alto,9,62000,Petrol,Manual,19.7,796,46.3,5,1,245000
6813,Maruti,Alto,4,9021,Petrol,Automatic,23.95,998,67.05,5,2,350000
6814,Maruti,Alto,3,38000,Petrol,Manual,22.74,796,47.3,5,1,325000
6815,Hyundai,Santro,1,1000,Petrol,Automatic,20.3,1086,68.07,5,1,550000
6816,Honda,Amaze,6,39441,Petrol,Manual,18.0,1198,86.7,5,1,475000
6817,Honda,City,11,59000,Petrol,Manual,17.0,1497,118.0,5,2,400000
6818,Maruti,Swift Dzire,3,25000,Petrol,Manual,22.0,1197,81.8,5,3,650000
6821,Maruti,Alto,13,76000,Petrol,Manual,19.7,796,46.3,5,2,165000
6822,Maruti,Swift,6,42994,Petrol,Manual,21.21,1197,81.8,5,3,580000
6823,Honda,City,5,100000,Diesel,Manual,26.0,1498,98.6,5,2,650000
6824,Hyundai,i20,9,49000,Diesel,Manual,21.9,1396,88.8,5,1,390000
6825,Hyundai,Creta,4,18000,Diesel,Automatic,17.01,1582,126.2,5,2,1345000
6826,Volkswagen,Polo,5,58000,Petrol,Manual,16.2,1199,74.0,5,1,610000
6828,Hyundai,Creta,5,62000,Diesel,Manual,19.67,1582,126.2,5,2,950000
6829,Honda,City,5,78236,Petrol,Manual,17.4,1497,117.3,5,1,651000
6830,Renault,KWID,5,64000,Petrol,Manual,22.3,799,53.26,5,1,280000
6831,Ford,Figo,7,73500,Diesel,Manual,20.0,1399,68.05,5,1,275000
6832,Mahindra,Bolero,4,80000,Diesel,Manual,16.5,1493,70.0,7,2,750000
6834,Honda,Jazz,6,68757,Diesel,Manual,27.3,1498,98.6,5,2,640000
6835,Maruti,Swift Dzire,6,85316,Diesel,Manual,23.4,1248,74.0,5,2,580000
6837,Renault,KWID,4,28000,Petrol,Manual,25.17,799,53.3,5,2,290000
6838,Maruti,Swift Dzire,6,86521,Diesel,Manual,19.3,1248,73.9,5,1,565000
6840,Maruti,Swift,11,80000,Diesel,Manual,17.8,1248,75.0,5,1,325000
6841,Ford,Figo,11,67000,Diesel,Manual,20.0,1399,68.05,5,3,275000
6842,Skoda,Rapid,9,103000,Petrol,Automatic,14.3,1598,105.0,5,3,550000
6844,Hyundai,i10,11,49700,Petrol,Automatic,19.2,1197,80.0,5,1,342000
6846,Maruti,Alto,3,29000,Petrol,Manual,24.7,796,47.3,5,2,350000
6847,Maruti,Swift Dzire,4,75000,Diesel,Manual,23.4,1248,74.0,5,1,745000
6849,Maruti,Swift,3,50000,Diesel,Manual,28.4,1248,74.0,5,1,684000
6851,Honda,Jazz,5,40000,Diesel,Manual,27.3,1498,98.6,5,1,680000
6854,Datsun,GO,5,40000,Petrol,Manual,20.63,1198,67.0,5,2,335000
6857,Hyundai,Grand,2,4800,Petrol,Manual,18.9,1197,81.86,5,1,550000
6858,Maruti,Swift,5,40000,Petrol,Manual,20.4,1197,81.8,5,1,350000
6859,Skoda,Rapid,2,35000,Diesel,Manual,21.13,1498,108.6,5,1,950000
6860,Hyundai,i20,4,12000,Petrol,Manual,18.6,1197,81.83,5,1,745000
6861,Maruti,Alto,1,11000,Petrol,Manual,22.05,796,47.3,5,1,350000
6865,Honda,City,5,60000,Petrol,Manual,17.8,1497,117.3,5,1,850000
6866,Maruti,Swift Dzire,5,84000,Diesel,Manual,26.59,1248,74.0,5,1,465000
6868,Skoda,Octavia,18,120340,Diesel,Manual,18.7,1896,66.0,5,3,200000
6870,Hyundai,Grand,5,80000,Diesel,Manual,24.0,1120,70.0,5,1,480000
6871,Maruti,Wagon R,6,72000,Petrol,Manual,18.9,998,67.1,5,1,341000
6872,Renault,KWID,5,53000,Petrol,Manual,25.17,799,53.3,5,2,230000
6873,Renault,KWID,5,35000,Petrol,Manual,25.17,799,53.3,5,1,250000
6874,Hyundai,i20,9,100000,Diesel,Manual,23.0,1396,90.0,5,1,450000
6875,Maruti,Ciaz,5,40000,Diesel,Manual,28.09,1248,88.5,5,2,850000
6877,Mahindra,Bolero,1,30000,Diesel,Manual,16.5,1493,70.0,7,1,790000
6878,Hyundai,i20,5,32959,Diesel,Manual,22.54,1396,88.73,5,1,681000
6879,Honda,Jazz,4,34000,Petrol,Automatic,18.2,1199,88.7,5,1,550000
6880,Volkswagen,Vento,8,45000,Petrol,Manual,15.04,1598,103.2,5,1,400000
6881,Maruti,Celerio,2,18500,Petrol,Automatic,21.63,998,67.0,5,2,575000
6882,Volkswagen,Polo,8,59000,Petrol,Manual,16.47,1198,74.0,5,1,350000
6883,Maruti,Celerio,5,50000,Petrol,Manual,23.1,998,67.04,5,2,400000
6885,BMW,3,10,35000,Diesel,Automatic,16.07,1995,181.0,5,2,1150000
6886,Maruti,Alto,9,25000,Petrol,Manual,20.92,998,67.1,5,2,200000
6887,Volkswagen,Polo,10,70000,Petrol,Manual,16.47,1198,73.9,5,2,380000
6888,Datsun,GO,6,30000,Petrol,Manual,20.63,1198,67.0,5,2,225000
6889,Hyundai,Verna,3,44000,Petrol,Manual,17.0,1591,121.3,5,2,900000
6890,Maruti,Swift Dzire,3,100000,Petrol,Manual,19.0,1197,85.8,5,1,375000
6893,Maruti,Swift Dzire,2,20000,Petrol,Manual,22.0,1197,81.8,5,2,610000
6894,Maruti,Dzire VXI,12,91200,Petrol,Manual,23.26,1197,88.5,5,1,280000
6895,Datsun,redi-GO,4,50500,Petrol,Manual,20.71,799,53.64,5,3,250000
6896,Maruti,Alto,2,5000,Petrol,Manual,23.95,998,67.05,5,1,355000
6898,Renault,KWID,5,60000,Petrol,Manual,25.17,799,53.3,5,1,270000
6899,Hyundai,i20,8,77000,Diesel,Manual,23.0,1396,90.0,5,1,455000
6901,Maruti,Swift Dzire,6,32524,Petrol,Manual,19.0,1197,85.8,5,2,560000
6902,Maruti,Ertiga,4,60000,Diesel,Manual,24.52,1248,88.5,7,2,800000
6904,Honda,Amaze,8,65675,Diesel,Manual,25.8,1498,98.6,5,2,490000
6905,Tata,Tiago,5,70000,Petrol,Manual,23.84,1199,84.0,5,2,285000
6906,Honda,City,9,47321,Petrol,Manual,17.4,1497,117.3,5,1,349000
6907,Maruti,Ciaz,5,42564,Diesel,Manual,28.09,1248,88.5,5,2,485000
6908,Maruti,Baleno,5,30000,Diesel,Manual,27.39,1248,74.0,5,1,585000
6909,Tata,Nexon,2,18593,Petrol,Manual,17.0,1198,108.5,5,1,675000
6910,Honda,City,7,90000,Diesel,Manual,25.1,1498,98.6,5,1,550000
6911,Datsun,GO,5,70000,Petrol,Manual,20.63,1198,67.0,5,2,180000
6912,Maruti,Baleno,1,25000,Petrol,Manual,21.01,1197,81.8,5,1,700000
6913,Maruti,Ertiga,5,21600,Petrol,Manual,17.5,1373,91.1,7,1,725000
6914,Maruti,Swift Dzire,9,60000,Petrol,Manual,17.5,1298,85.8,5,1,350000
6915,Honda,City,7,63339,Diesel,Manual,26.0,1498,98.6,5,2,675000
6917,Datsun,RediGO,5,18000,Petrol,Manual,22.7,799,53.64,5,2,285000
6918,Maruti,Swift Dzire,8,41170,Petrol,Manual,19.1,1197,85.8,5,1,380000
6919,Honda,WR-V,3,15799,Petrol,Manual,17.5,1199,88.7,5,2,749000
6920,Mercedes-Benz,C-Class,8,59000,Diesel,Automatic,14.84,2143,170.0,5,1,1280000
6921,Maruti,Swift,6,45000,Diesel,Manual,28.4,1248,74.0,5,2,475000
6922,Maruti,Swift Dzire,3,40000,Petrol,Manual,21.21,1197,81.8,5,2,600000
6923,Skoda,Octavia,4,31001,Diesel,Automatic,19.5,1968,141.0,5,1,1399000
6924,Maruti,Wagon R,5,21517,Petrol,Manual,18.9,998,67.1,5,1,315000
6925,Maruti,Swift Dzire,8,50000,Petrol,Manual,19.1,1197,85.8,5,1,375000
6926,Hyundai,Creta,3,10000,Petrol,Manual,15.29,1591,121.3,5,2,1235000
6927,Honda,Amaze,5,44340,Diesel,Manual,25.8,1498,98.6,5,1,715000
6928,Ford,Ecosport,6,36497,Diesel,Manual,21.7,1498,98.96,5,1,550000
6929,Ford,Figo,10,90000,Diesel,Manual,20.0,1399,68.0,5,2,230000
6930,Maruti,Swift Dzire,11,46100,Petrol,Automatic,21.21,1197,81.8,5,2,280000
6931,Maruti,Ciaz,4,35700,Diesel,Manual,28.09,1248,88.5,5,3,650000
6932,Maruti,Swift Dzire,3,35000,Petrol,Manual,21.21,1197,81.8,5,1,550000
6933,Maruti,Ertiga,7,119000,Diesel,Manual,20.77,1248,88.8,7,1,700000
6935,Maruti,Wagon R,12,48192,Petrol,Manual,18.9,1061,67.0,5,3,200000
6936,Ford,Ecosport,3,53000,Diesel,Manual,23.0,1498,98.96,5,3,1100000
6937,Maruti,Swift Dzire,6,120000,Diesel,Manual,26.59,1248,74.0,5,1,500000
6938,Honda,City,7,80000,Diesel,Manual,25.1,1498,98.6,5,2,575000
6939,Renault,Duster,9,50000,Diesel,Manual,19.01,1461,108.45,5,2,375000
6940,Maruti,Alto,4,15554,Petrol,Manual,22.05,796,47.3,5,2,310000
6941,Maruti,Swift,5,86448,Diesel,Manual,28.4,1248,74.0,5,1,525000
6942,Maruti,Swift,11,87000,Diesel,Manual,17.8,1248,75.0,5,1,205000
6944,Maruti,Swift Dzire,6,60000,Diesel,Manual,26.59,1248,74.0,5,2,500000
6945,Hyundai,Verna,4,23211,Diesel,Manual,23.9,1582,126.2,5,2,825000
6946,Honda,Amaze,2,16000,Petrol,Manual,19.5,1199,88.76,5,1,725000
6947,Honda,City,4,80000,Diesel,Manual,26.0,1498,98.6,5,1,750000
6948,Mahindra,KUV,5,30000,Diesel,Manual,25.32,1198,77.0,6,1,580000
6949,Maruti,Wagon R,10,57000,CNG,Manual,26.2,998,58.2,5,1,220000
6951,Honda,City,9,29512,Petrol,Manual,16.8,1497,116.3,5,2,380000
6952,Maruti,Swift Dzire,7,100000,Diesel,Manual,23.4,1248,74.0,5,2,450000
6953,Hyundai,Grand,6,39000,Petrol,Manual,18.9,1197,82.0,5,2,410000
6954,Volkswagen,Vento,11,41000,Diesel,Manual,20.54,1598,103.6,5,2,285000
6955,Maruti,Alto,6,42000,Petrol,Manual,23.95,998,67.05,5,3,285000
6956,Ford,Ecosport,5,50000,Diesel,Manual,21.7,1498,98.96,5,2,650000
6957,Honda,Jazz,11,42000,Petrol,Manual,16.0,1198,90.0,5,1,280000
